Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Coyotes,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
1,19:26,5v5,N.J,13,t,14,,,or,,,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,35,41,,16,50,19,4,23,41,,14,20,13,5,6,35
1,18:38,5v5,N.J,2,o,28,19,,or,of,,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,1,29,,16,12,89,26,34,41,,9,19,21,2,28,35
1,17:55,5v5,N.J,8,t,16,,,or,,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,48,89,26,34,41,,9,14,19,21,5,6
1,17:49,5v5,N.J,14,w,22,,,orrr,,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,48,89,26,34,41,,9,14,19,21,5,6
1,17:29,5v4,N.J,21,o,28,16,14,or,opr,oelr,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:59,5v5,ARI,8,o,11,,,of,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,11,10,4,23,41,,14,20,13,8,44,35
1,12:25,5v5,N.J,6,w,19,,,opl,,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:12,5v5,N.J,19,w,9,,,or,,,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,16,12,89,26,34,41,,9,19,21,5,6,35
1,11:08,5v5,N.J,22,w,16,2,,nl,dl,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,24,50,19,26,34,41,,18,11,22,8,44,35
1,5:13,5v5,N.J,28,w,21,,,oc,,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,16,12,89,2,5,41,,9,19,21,2,28,35
1,1:56,5v5,ARI,2,w,17,,,opl,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,15,17,48,2,5,41,,18,11,22,8,44,35
1,1:51,5v5,ARI,26,w,12,,,of,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,15,17,48,2,5,41,,18,11,22,8,44,35
1,1:45,5v5,ARI,34,w,89,,,ol,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,15,17,48,2,5,41,,18,11,22,8,44,35
1,1:39,5v5,ARI,26,w,16,26,,opr,or,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,16,12,89,26,34,41,,9,19,21,5,6,35
1,1:33,5v5,ARI,26,w,34,,,opl,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,16,12,89,26,34,41,,9,19,21,5,6,35
1,1:27,5v5,N.J,9,w,21,6,,orrr,dc,,y,y,3 on 2,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,16,12,89,26,34,41,,9,19,21,5,6,35
1,0:32,5v5,N.J,20,w,14,20,28,or,or,nr,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:54,5v4,N.J,44,w,13,44,19,or,opc,of,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:43,5v4,N.J,13,o,44,20,19,oc,oelpl,ol,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,48,2,5,41,0,,9,19,20,13,44,35
2,18:27,5v4,N.J,13,o,44,19,44,ol,opl,ol,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,48,2,5,41,0,,9,19,20,13,44,35
2,18:22,5v4,N.J,44,w,13,19,,or,of,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,48,2,5,41,0,,9,19,20,13,44,35
2,17:32,4v5,ARI,50,w,19,,,dl,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,50,19,2,5,41,0,,14,16,18,21,28,35
2,16:49,5v5,N.J,21,s,11,14,28,ol,ol,dr,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,16,12,89,4,34,41,,14,16,21,5,8,35
2,16:44,5v5,N.J,5,w,6,51,,ol,ofp,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,16,12,89,4,34,41,,14,16,21,5,8,35
2,16:07,5v5,N.J,11,w,5,11,,or,opl,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,16,12,89,23,26,41,,25,51,11,5,6,35
2,15:20,5v5,ARI,11,w,10,,,or,,,y,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,11,10,2,5,41,,14,20,13,8,44,35
2,15:10,5v5,ARI,11,w,10,11,8,oell,ol,ol,,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,11,10,2,5,41,,14,20,13,8,44,35
2,14:19,5v5,N.J,9,t,2,19,21,ol,ol,or,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,17,48,4,23,41,,9,19,21,2,28,35
2,14:00,5v5,ARI,26,w,48,,,opr,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,13:31,5v4,N.J,13,o,44,19,,ol,ol,,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,48,2,5,41,0,,9,19,20,13,44,35
2,13:24,5v4,N.J,44,w,13,,,opr,,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,48,2,5,41,0,,9,19,20,13,44,35
2,12:22,5v4,N.J,28,o,13,,,opr,,,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,50,12,2,5,41,0,,14,16,22,13,28,35
2,12:07,5v4,N.J,28,o,16,13,16,orrr,or,opr,y,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,50,12,2,5,41,0,,14,16,22,13,28,35
2,10:57,5v5,ARI,23,w,8,89,,opl,nc,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,16,12,89,2,23,41,,21,25,11,2,6,35
2,10:38,5v5,ARI,2,o,16,,,ol,,,,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,16,12,89,2,23,41,,21,25,11,2,6,35
2,10:25,5v5,N.J,19,w,9,6,,nl,dl,,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,16,12,89,2,23,41,,9,19,21,5,6,35
2,10:21,5v5,N.J,5,o,6,19,,or,of,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,50,19,48,4,23,41,,9,19,21,5,6,35
2,8:38,5v4,ARI,89,w,11,,,of,,,,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,11,16,10,89,23,41,,14,16,5,6,35,0
2,8:29,5v4,ARI,23,o,89,10,,oc,opl,,y,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,11,16,10,89,23,41,,14,16,5,6,35,0
2,8:22,5v4,ARI,16,w,89,23,11,ol,or,opr,y,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,11,16,10,89,23,41,,14,16,5,6,35,0
2,7:24,5v4,ARI,89,w,23,8,23,oc,opl,oc,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,89,23,41,,14,11,2,8,35,0
2,6:20,5v5,ARI,23,w,16,,,oelc,,,,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,11,16,10,4,23,41,,19,20,5,6,44,35
2,5:13,5v5,N.J,44,o,22,18,14,ol,oc,nr,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,16,89,4,23,41,,14,18,22,8,44,35
2,4:50,5v5,N.J,44,w,14,,,opr,,,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,15,16,89,4,23,41,,14,20,13,8,44,35
2,3:28,5v5,ARI,8,o,11,,,ol,,,y,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,11,10,26,34,41,,25,51,11,5,6,35
2,2:43,5v5,N.J,28,w,19,,,oc,,,,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,2:16,5v5,N.J,22,t,44,22,16,ol,oelpc,or,,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,8,11,12,26,34,41,,16,18,22,8,44,35
2,1:41,5v5,ARI,4,w,23,48,,opl,opl,,,y,,,19,y,,0,35,20081,10/20/2015,N.J,ARI,,,,50,19,48,4,23,41,,14,20,13,8,44,35
2,1:35,5v5,ARI,10,o,11,,,of,,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,11,10,4,23,41,,9,19,21,5,6,35
2,1:05,5v4,ARI,89,w,23,50,,opl,of,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,89,23,41,,14,20,5,6,35,0
2,0:53,5v4,ARI,50,o,19,8,23,oelc,or,or,y,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,89,23,41,,14,20,5,6,35,0
2,0:27,4v5,N.J,19,b,16,19,5,oell,nc,dr,y,y,2 on 1,y,,,,0,41,20081,10/20/2015,N.J,ARI,,,,8,50,19,89,23,41,,16,19,5,6,35,0
2,0:10,5v4,ARI,26,o,23,26,,opl,or,,,,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,11,16,19,23,26,41,,14,20,5,6,35,0
2,0:01,5v4,ARI,11,o,23,,,ol,,,y,y,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,11,16,19,23,26,41,,14,20,5,6,35,0
3,19:14,5v4,ARI,10,w,16,11,23,orrc,ol,dsl,y,y,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,11,16,10,4,23,41,,16,20,5,6,35,0
3,18:51,5v5,N.J,16,o,18,,,orrl,,,y,,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,8,50,19,2,4,41,,16,18,22,2,28,35
3,17:00,5v5,N.J,22,o,16,,,orrr,,,y,y,,,,,,0,41,20081,10/20/2015,N.J,ARI,,,,11,16,10,5,34,41,,16,18,22,2,28,35
3,16:34,5v4,ARI,23,s,26,8,50,opr,opr,or,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,23,26,41,,14,19,5,6,35,0
3,15:05,5v4,ARI,26,o,10,11,,oelr,ol,,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,14:49,5v3,ARI,89,o,19,23,26,orrl,orrr,ol,y,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,50,19,89,23,26,41,,14,2,5,35,0,0
3,14:41,5v4,ARI,26,o,89,23,89,oelr,or,oelr,,,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,50,19,89,23,26,41,,14,18,2,5,35,0
3,12:51,5v5,N.J,13,w,19,,,oc,,,,y,,y,,,,0,41,20081,10/20/2015,N.J,ARI,,,,12,48,89,2,4,41,,9,19,13,8,28,35
3,11:08,5v5,N.J,22,w,2,16,,ol,dr,,y,y,,,,,,1,41,20081,10/20/2015,N.J,ARI,,,,8,15,19,23,26,41,,16,18,22,2,28,35
3,11:04,5v5,N.J,28,w,51,,,of,,,,,,,,,,1,41,20081,10/20/2015,N.J,ARI,,,,8,15,19,23,26,41,,16,18,22,2,28,35
3,10:59,5v5,ARI,17,w,15,,,nc,,,,y,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,15,24,17,2,4,41,,25,51,11,2,28,35
3,10:25,5v5,N.J,11,b,51,8,,or,dsl,,y,y,,,,,,1,41,20081,10/20/2015,N.J,ARI,,,,15,24,17,23,26,41,,51,11,13,8,44,35
3,8:53,5v5,N.J,13,w,14,,,oc,,,,y,,,,,,1,41,20081,10/20/2015,N.J,ARI,,,,12,48,89,5,34,41,,14,20,13,2,28,35
3,8:41,5v5,ARI,19,w,50,,,nr,,,,y,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,23,26,41,,16,18,22,2,28,35
3,6:49,5v5,ARI,26,o,89,48,12,or,oelc,or,,y,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,12,48,89,23,26,41,,9,19,21,5,6,35
3,6:22,5v5,ARI,89,s,23,,,nl,,,,,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,8,50,89,4,26,41,,16,18,22,2,28,35
3,5:52,5v5,N.J,51,w,11,,,of,,,,,,,,,,1,41,20081,10/20/2015,N.J,ARI,,,,8,50,19,2,4,41,,16,18,22,2,28,35
3,5:26,5v5,ARI,50,w,23,,,oc,,,,y,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,23,26,41,,25,51,11,2,28,35
3,3:21,5v5,ARI,89,w,4,12,,nr,dl,,,y,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,12,48,89,23,26,41,,9,19,21,5,6,35
3,2:38,5v5,ARI,10,w,16,11,,or,of,,,,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,1:17,6v5,ARI,26,w,23,89,23,oc,ol,ol,,,,,,,,1,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,89,23,26,,16,11,22,2,8,35
3,0:51,6v5,ARI,89,w,23,26,23,oc,or,ol,y,y,,y,,,,1,35,20081,10/20/2015,N.J,ARI,,,,8,50,19,89,23,26,,16,11,22,2,8,35
4,4:36,3v3,ARI,12,w,23,89,,ol,nc,,,y,,,,,,0,35,20081,10/20/2015,N.J,ARI,,,,12,89,0,0,23,41,,14,13,0,0,6,35
4,4:17,3v3,N.J,5,o,19,20,5,orrr,oc,orrl,y,y,3 on 1,y,,,,0,41,20081,10/20/2015,N.J,ARI,,,,11,16,0,0,23,41,,19,20,0,0,5,35
1,18:17,5v5,ARI,48,W,12,48,,ol,nc,,,,,,,,,0,34,20122,10-26-2015,TOR,ARI,34,41,,12,19,48,4,34,41,,24,15,40,46,52,34
1,17:15,5v5,ARI,8,B,23,,,dr,,,,,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,8,11,10,2,5,41,,43,47,21,2,3,34
1,17:09,5v5,ARI,11,B,5,,,or,,,,y,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,8,11,10,2,5,41,,26,56,19,2,3,34
1,17:00,5v5,ARI,2,W,11,,,ol,,,,,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,8,11,10,2,5,41,,26,56,19,2,3,34
1,16:52,5v5,ARI,5,W,2,10,5,oc,opr,or,,,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,8,11,10,2,5,41,,26,56,19,2,3,34
1,15:33,5v5,ARI,48,T,19,,,oc,,,y,,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,12,19,48,23,26,41,,24,15,40,46,52,34
1,14:33,5v5,ARI,34,W,89,,,opl,,,,,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:30,5v4,ARI,16,W,26,16,11,oc,opr,of,y,y,,y,,,,0,34,20122,10-26-2015,TOR,ARI,,,,11,16,10,23,26,41,,56,40,2,44,34,0
1,12:20,5v5,TOR,47,B,43,44,,or,dc,,y,y,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,16,24,89,2,26,41,,43,47,21,36,44,34
1,11:04,5v5,TOR,3,B,26,19,,nc,dl,,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,8,12,10,23,26,41,,26,56,19,2,3,34
1,10:57,5v5,TOR,2,S,3,,,oc,,,,y,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,8,12,10,23,26,41,,26,56,19,2,3,34
1,9:53,5v5,TOR,2,S,21,,,opl,,,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,9:44,5v5,ARI,89,W,16,24,,oc,oc,,y,y,,,,,,-1,34,20122,10-26-2015,TOR,ARI,,,,16,24,89,4,34,41,,43,47,21,2,3,34
1,9:03,5v4,ARI,10,W,23,,,or,,,,,,,,,,-1,34,20122,10-26-2015,TOR,ARI,,,,11,16,10,23,26,41,,56,40,2,46,34,0
1,7:02,5v5,TOR,3,W,43,,,opr,,,,y,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,8,19,89,4,34,41,,43,47,21,2,3,34
1,6:53,5v5,TOR,28,W,33,,,of,,,y,y,,,23,y,y,-1,41,20122,10-26-2015,TOR,ARI,,,,15,32,17,4,34,41,,23,28,33,46,52,34
1,5:55,5v4,ARI,89,W,23,19,,oc,ofp,,y,y,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,8,19,89,23,26,41,,56,40,2,46,34,0
1,5:03,5v4,ARI,23,W,89,8,19,opl,ol,dsc,y,y,,,,,,0,34,20122,10-26-2015,TOR,ARI,,,,8,19,89,5,23,41,,26,56,44,52,34,0
1,5:01,5v4,ARI,19,W,89,,,oelc,,,y,y,,y,,,,0,34,20122,10-26-2015,TOR,ARI,,,,8,19,89,5,23,41,,26,56,44,52,34,0
1,0:41,5v4,TOR,19,W,15,,,ol,,,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,15,48,4,34,41,0,,43,15,19,21,3,34
1,0:28,5v4,TOR,43,W,3,43,15,oc,opl,oell,y,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,15,48,4,34,41,0,,43,15,19,21,3,34
2,19:08,5v5,TOR,43,W,3,,,nc,,,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,8,12,17,5,34,41,,43,15,19,3,44,34
2,18:47,5v5,TOR,26,B,56,,,or,,,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,16,24,89,5,34,41,,26,47,56,36,44,34
2,18:09,5v5,ARI,23,W,89,,,opl,,,,,,,,,,-1,34,20122,10-26-2015,TOR,ARI,,,,16,24,89,23,26,41,,24,15,40,2,3,34
2,16:59,5v5,TOR,23,W,28,,,oc,,,y,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,2,5,41,,43,47,21,36,44,34
2,16:51,5v5,TOR,23,O,28,33,,oc,ol,,y,y,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,15,32,10,4,34,41,,23,28,33,36,44,34
