Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Coyotes,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
2,13:57,5v5,TOR,15,S,44,,,or,,,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,8,32,10,2,5,41,,24,15,40,36,44,34
2,13:43,5v5,ARI,8,W,10,,,oc,,,y,y,,,,,,-1,34,20122,10-26-2015,TOR,ARI,,,,8,24,10,4,34,41,,24,15,33,36,44,34
2,13:00,5v5,TOR,2,W,43,21,3,oelc,dl,dc,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,16,24,89,23,26,41,,43,47,21,2,3,34
2,12:23,5v5,ARI,34,S,24,17,4,orrr,ol,nl,y,y,,y,,,,-1,34,20122,10-26-2015,TOR,ARI,,,,16,24,17,4,34,41,,47,56,19,2,3,34
2,11:16,5v5,ARI,24,W,16,,,dl,,,,,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,16,24,89,4,34,41,,24,15,40,36,44,34
2,9:45,5v5,ARI,26,W,10,,,oc,,,,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,32,10,48,23,26,41,,26,56,19,2,3,34
2,9:10,5v5,TOR,52,S,19,56,,opl,oell,,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,6:50,5v5,ARI,8,W,32,,,dl,,,y,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,8,32,10,23,26,41,,26,56,19,2,3,34
2,6:40,5v5,ARI,4,W,19,12,,of,opc,,,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,12,19,48,4,34,41,,24,15,40,46,52,34
2,6:30,5v5,TOR,40,W,15,,,oc,,,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,4,34,41,,24,15,40,46,52,34
2,6:06,5v5,TOR,36,O,43,,,ofp,,,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,4,34,41,,43,47,21,36,44,34
2,4:29,5v5,TOR,23,B,28,,,nr,,,y,y,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,16,24,89,23,26,41,,23,28,33,2,3,34
2,2:47,5v5,ARI,26,W,19,,,orrc,,,y,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,32,19,48,23,26,41,,24,15,40,3,46,34
2,2:13,5v5,ARI,26,O,24,,,ofp,,,,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,16,24,89,23,26,41,,43,47,21,36,44,34
2,1:35,5v5,ARI,16,O,24,89,23,oelc,or,ol,y,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,16,24,89,23,26,41,,43,47,21,36,44,34
2,1:26,5v5,ARI,23,W,89,16,,or,oell,,,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,16,24,89,23,26,41,,43,47,21,36,44,34
2,0:33,5v5,ARI,5,W,48,2,,ol,opr,,,,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,12,19,48,2,5,41,,23,56,19,46,52,34
3,18:53,5v5,ARI,8,W,32,,,dr,,,,,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,8,32,10,2,5,41,,23,56,15,36,44,34
3,18:07,5v5,TOR,19,W,12,48,12,or,or,or,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,17:57,5v5,TOR,52,W,33,26,46,dc,dr,dr,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,4,34,41,,26,19,33,46,52,34
3,17:48,5v5,TOR,46,W,26,,,opl,,,,y,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,4,34,41,,26,19,33,46,52,34
3,16:28,5v4,ARI,19,S,23,,,dsc,,,,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,8,19,89,23,26,41,,56,40,3,44,34,0
3,14:02,5v5,TOR,43,W,26,47,,oelr,or,,y,y,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,8,15,17,2,4,41,,26,43,47,36,44,34
3,13:42,5v5,TOR,21,W,43,44,,or,dl,,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,8,15,17,2,4,41,,43,47,21,36,44,34
3,13:12,4v4,TOR,3,W,2,,,oc,,,,y,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,24,89,23,26,41,0,,23,43,2,3,34,0
3,13:03,4v4,ARI,23,W,24,,,or,,,y,y,,,24,y,y,-2,34,20122,10-26-2015,TOR,ARI,,,,24,89,23,26,41,0,,23,43,2,3,34,0
3,11:30,4v4,TOR,36,B,43,3,,nr,dr,,,y,,,,,,-3,41,20122,10-26-2015,TOR,ARI,,,,12,48,23,26,41,0,,23,43,3,36,34,0
3,10:55,5v5,TOR,21,B,43,,,dsr,,,y,y,,y,,,,-3,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,4,34,41,,23,43,21,46,52,34
3,10:35,5v5,TOR,46,W,21,,,opl,,,,y,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,2,5,41,,26,19,33,46,52,34
3,10:27,5v5,TOR,26,S,33,,,opl,,,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,2,5,41,,26,19,33,46,52,34
3,7:40,5v5,TOR,33,W,44,23,44,nr,dc,dl,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,12,19,48,2,5,41,,23,19,33,46,52,34
3,5:52,5v5,ARI,19,O,48,,,or,,,y,y,,,,,,-2,34,20122,10-26-2015,TOR,ARI,,,,12,19,48,2,5,41,,56,15,21,36,44,34
3,4:05,5v4,TOR,3,W,43,3,43,oc,oc,opl,,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,15,48,2,5,41,0,,43,15,19,21,3,34
3,3:27,6v4,TOR,19,W,44,,,ol,,,y,y,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,15,48,2,5,41,0,,24,47,19,28,33,44
3,3:18,6v4,TOR,21,T,43,44,21,or,or,opr,y,y,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,15,48,2,5,41,0,,43,15,19,21,3,44
3,3:06,6v4,TOR,44,W,43,,,oelc,,,y,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,15,48,2,5,41,0,,43,15,19,21,3,44
3,2:41,6v4,TOR,15,W,21,43,3,orrc,or,or,y,,,,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,32,48,5,34,41,0,,43,15,19,21,3,44
3,2:26,6v5,TOR,44,W,3,43,3,oc,opr,oc,y,,,y,,,,-2,41,20122,10-26-2015,TOR,ARI,,,,32,12,48,5,34,41,,43,15,19,21,3,44
3,1:55,6v5,TOR,3,W,44,43,,ol,opl,,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,15,24,89,23,26,41,,43,15,19,21,3,44
3,1:36,6v5,TOR,43,W,44,43,21,oc,opl,oelc,,,,,,,,-1,41,20122,10-26-2015,TOR,ARI,,,,15,24,89,23,26,41,,43,15,19,21,3,44
1,19:20,5v5,ARI,5,w,16,,,opl,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,41,29,,16,50,89,2,5,41,,81,87,14,28,58,29
1,19:00,5v5,ARI,10,t,8,5,11,ol,opl,of,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,29,37,,8,11,10,2,5,41,,81,87,14,28,58,29
1,18:38,5v5,ARI,45,w,12,24,,orrc,ol,,y,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,24,12,19,34,45,41,,71,57,61,4,8,29
1,18:29,5v5,ARI,19,b,24,12,,or,or,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,24,12,19,34,45,41,,71,57,61,4,8,29
1,18:24,5v5,ARI,24,s,12,,,oell,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,24,12,19,34,45,41,,71,57,61,4,8,29
1,17:52,4v5,ARI,11,w,5,,,nc,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,11,2,5,41,0,,71,41,72,61,58,29
1,16:39,5v4,PIT,71,w,3,,,dc,,,,y,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,8,11,2,5,41,0,,71,72,61,28,58,29
1,15:33,5v5,ARI,89,w,48,34,,dl,dl,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,16,50,89,2,5,41,,81,87,14,4,8,29
1,14:14,5v5,ARI,34,w,16,11,,orrr,nc,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,11,10,34,45,41,,13,19,57,4,8,29
1,12:48,5v5,PIT,28,s,58,87,,ol,of,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,15,17,48,5,23,41,,81,87,14,28,58,29
1,10:36,5v5,PIT,58,w,71,28,71,dc,dl,nf,,y,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,24,12,19,2,5,41,,71,72,61,28,58,29
1,10:14,5v4,ARI,89,w,50,89,50,ol,oc,opl,,,,,23,y,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,13,28,58,29,0
1,9:56,5v4,ARI,23,w,89,23,89,oc,opr,oc,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,13,28,58,29,0
1,9:48,5v4,ARI,23,s,19,8,19,opr,oelr,or,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,13,28,58,29,0
1,9:36,5v4,ARI,23,w,89,,,oprrl,,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,13,28,58,29,0
1,9:28,5v4,ARI,23,w,11,,,ofp,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,13,28,58,29,0
1,9:18,5v4,ARI,26,w,10,16,26,orrc,ol,or,y,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,23,26,41,,11,71,4,12,29,0
1,7:38,5v5,PIT,87,s,28,,,opr,,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,16,50,89,23,26,41,,81,87,14,28,58,29
1,6:16,5v5,ARI,45,w,24,19,,orrc,oell,,y,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,24,12,19,34,45,41,,71,72,61,3,12,29
1,5:33,5v5,PIT,41,w,4,71,4,opl,nc,dsc,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,8,11,10,34,45,41,,7,11,41,4,8,29
1,5:29,5v5,PIT,7,w,11,,,opr,,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,8,11,10,34,45,41,,7,11,41,4,8,29
1,5:19,5v5,PIT,41,w,11,28,,nc,nr,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,8,11,10,34,45,41,,7,11,41,28,58,29
1,5:10,5v5,ARI,26,w,89,16,,opc,dl,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,16,50,89,2,26,41,,81,87,14,28,58,29
1,4:59,5v5,ARI,16,w,50,,,of,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,16,50,89,2,26,41,,13,19,57,3,12,29
1,4:52,5v5,ARI,26,w,16,50,,orrl,ol,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,16,50,89,2,26,41,,13,19,57,3,12,29
1,4:22,5v5,PIT,19,w,8,,,opr,,,,y,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,8,11,10,2,26,41,,13,19,57,4,8,29
1,4:07,5v5,PIT,72,t,4,71,72,ol,oc,or,y,y,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,24,12,19,2,5,41,,71,72,61,4,8,29
1,3:38,5v5,PIT,41,w,61,71,61,orrl,nr,nc,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,15,19,48,34,45,41,,7,41,61,28,58,29
1,3:29,5v5,PIT,28,w,58,,,opr,,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,15,19,48,34,45,41,,7,41,61,28,58,29
1,2:37,5v4,PIT,14,w,87,81,58,orrr,orrl,oc,y,y,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,8,11,26,34,41,0,,81,87,14,57,58,29
1,2:11,5v4,PIT,58,s,81,14,81,opl,opl,ol,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,15,48,2,5,41,0,,81,87,14,57,58,29
1,1:55,5v4,PIT,57,w,81,87,,oc,dsc,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,8,11,26,34,41,0,,81,87,14,57,58,29
1,1:18,5v4,PIT,72,w,3,,,dc,,,,y,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,24,12,2,5,41,0,,71,72,61,3,12,29
1,1:13,5v4,PIT,3,s,12,72,,oprrl,opl,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,24,12,2,5,45,41,,71,72,61,3,12,29
1,1:01,5v5,PIT,72,w,61,12,,oelc,ol,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,24,12,2,5,45,41,,71,72,61,4,8,29
1,0:55,5v5,PIT,8,s,4,72,,oprrl,oelpc,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,24,12,2,5,45,41,,71,72,61,4,8,29
1,0:05,5v4,ARI,23,w,89,50,,oprrl,of,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,87,28,58,29,0
2,19:28,5v4,ARI,23,w,19,23,89,oelc,or,nc,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,13,28,58,29,0
2,19:14,5v4,ARI,89,w,23,89,23,or,oprrl,oprrr,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,89,23,41,,7,13,28,58,29,0
2,18:52,5v4,ARI,89,w,50,23,89,orrl,oprrr,oc,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,18:34,5v4,ARI,11,w,23,,,dsc,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,23,26,41,,11,71,4,12,29,0
2,18:29,5v4,ARI,16,w,10,11,,ol,of,,y,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,23,26,41,,11,71,4,12,29,0
2,18:23,5v4,ARI,16,w,26,,,or,,,y,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,23,26,41,,11,71,4,12,29,0
2,18:15,5v4,ARI,26,s,23,26,,oprrl,opc,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,23,26,41,,11,71,4,12,29,0
2,18:00,5v5,ARI,11,w,16,26,,ol,nr,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,2,5,41,,11,71,19,4,12,29
2,17:43,5v5,ARI,5,w,11,16,11,opr,oelr,or,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,15,10,48,2,5,41,,11,71,19,4,12,29
2,17:23,5v5,ARI,17,w,23,26,15,ol,opc,of,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,15,17,48,23,26,41,,81,87,14,28,58,29
2,17:17,5v5,ARI,48,s,17,,,opl,,,,y,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,15,17,48,23,26,41,,81,87,14,28,58,29
2,15:39,5v5,PIT,61,w,72,8,,orrc,nsc,,,y,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,16,50,89,2,5,41,,71,72,61,28,58,29
2,15:32,5v5,ARI,16,w,50,,,dr,,,,,,,,,,0,41,20029,10/10/2015,ARI,PIT,,,,16,50,89,2,5,41,,71,72,61,28,58,29
2,15:14,5v5,PIT,7,s,28,41,11,opl,oc,dl,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:00,5v5,ARI,8,w,10,11,,oelc,oc,,y,y,,y,,,,0,41,20029,10/10/2015,ARI,PIT,,,,8,11,10,23,26,41,,7,11,41,28,58,29
2,14:11,5v5,PIT,58,w,14,,,dc,,,,,,,,,,0,35,20029,10/10/2015,ARI,PIT,,,,16,50,89,23,26,41,,81,87,14,28,58,29
2,12:36,5v5,ARI,48,w,17,15,,oelr,or,,y,y,,,48,y,y,0,41,20029,10/10/2015,ARI,PIT,,,,15,17,48,2,5,41,,71,72,61,3,12,29
2,12:00,5v5,ARI,5,w,24,19,,orrl,ol,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,24,12,19,2,5,41,,7,11,41,28,58,29
2,11:32,5v4,ARI,16,w,89,23,16,orrl,oprrr,opr,y,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,89,23,41,,13,19,4,8,29,0
2,10:43,5v4,ARI,23,w,89,8,,oprrc,opr,,,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,89,23,41,,13,19,4,8,29,0
2,10:37,5v4,ARI,10,w,89,10,,oc,opr,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,11,16,10,89,23,41,,13,19,4,8,29,0
2,9:19,5v5,ARI,8,s,26,,,dsl,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,8,50,19,2,5,41,,81,87,14,12,28,29
2,9:06,5v5,PIT,14,s,87,14,,ol,nl,,,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,8,50,17,2,5,41,,81,87,14,8,12,29
2,8:20,5v5,PIT,58,w,58,71,4,oc,nl,dc,y,y,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,15,17,48,2,45,41,,71,72,61,4,58,29
2,7:49,4v4,PIT,57,w,71,,,nc,,,y,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,12,48,2,5,41,0,,71,57,28,58,29,0
2,5:55,5v4,PIT,72,w,71,41,71,ol,oc,of,y,y,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,8,11,2,5,41,0,,71,19,41,72,58,29
2,3:38,5v4,PIT,71,s,81,,,orrc,,,,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,15,48,2,5,41,0,,71,81,87,72,58,29
2,1:55,4v5,ARI,8,w,11,8,,oc,nc,,,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,8,11,2,5,41,0,,13,14,57,3,28,29
2,0:45,5v5,PIT,8,w,19,61,,nc,dc,,y,y,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,16,12,89,2,5,41,,7,19,57,4,8,29
2,0:11,5v5,PIT,28,w,71,,,dsl,,,,y,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,11,24,19,2,26,41,,71,72,57,12,28,29
3,19:55,5v5,ARI,23,w,50,,,nf,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,16,50,89,23,26,41,,81,87,14,28,58,29
3,19:22,5v5,PIT,14,w,81,,,ol,,,,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,16,50,89,23,26,41,,81,87,14,3,12,29
3,18:55,5v5,ARI,8,a,11,8,,ol,ol,,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,8,11,10,2,5,41,,71,72,57,3,12,29
3,18:28,4v4,PIT,28,w,58,,,dc,,,,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,18:22,4v4,PIT,28,w,58,19,,opr,opr,,,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,12,19,2,26,41,0,,13,19,28,58,29,0
3,18:16,4v4,ARI,12,w,2,19,,nl,nc,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,12,19,2,26,41,0,,13,19,28,58,29,0
3,18:05,4v4,ARI,19,t,12,19,,oc,oelc,,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,12,19,23,26,41,0,,13,19,28,58,29,0
3,18:01,4v4,ARI,23,w,50,,,of,,,,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,50,89,23,26,41,0,,81,87,3,4,29,0
3,17:17,4v4,ARI,50,w,89,,,orrl,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,50,89,5,23,41,0,,81,87,8,58,29,0
3,17:13,4v4,ARI,8,w,11,,,of,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,50,89,5,23,41,0,,81,87,8,58,29,0
3,16:47,4v4,PIT,8,w,58,14,71,oprrr,opc,oelr,,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,8,11,2,5,41,0,,71,14,8,58,29,0
3,16:02,5v5,PIT,3,w,41,7,11,oelpl,oc,ol,,,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,15,17,48,5,34,41,,7,11,41,3,28,29
3,15:56,5v5,PIT,41,s,28,7,,opr,oelc,,,y,,,7,y,,1,35,20029,10/10/2015,ARI,PIT,,,,15,17,48,5,34,41,,7,11,41,3,28,29
3,15:16,5v5,PIT,19,w,61,,,oelc,,,y,y,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,24,12,19,34,45,41,,13,19,61,4,12,29
3,15:13,5v5,PIT,17,s,13,61,,opc,ol,,,y,,,61,,,1,35,20029,10/10/2015,ARI,PIT,,,,24,12,19,34,45,41,,13,19,61,4,12,29
3,13:40,5v5,ARI,8,w,23,,,dsc,,,,,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,8,11,10,23,26,41,,81,87,14,4,8,29
3,13:33,5v5,PIT,81,w,87,14,,oc,nl,,y,y,,,,,,1,35,20029,10/10/2015,ARI,PIT,,,,8,11,10,23,26,41,,81,87,14,4,8,29
3,13:31,5v5,PIT,8,w,14,81,,oc,oelc,,y,,,,8,,,1,35,20029,10/10/2015,ARI,PIT,,,,8,11,10,23,26,41,,81,87,14,4,8,29
3,13:10,5v5,ARI,8,w,10,11,,orrl,dl,,y,y,,,,,,1,41,20029,10/10/2015,ARI,PIT,,,,8,12,10,34,45,41,,81,87,14,4,8,29
