Period,Time,Strength,Team,Shooter,Shot Type?,A1,A2,A3,A1 Zone,A2 Zone,A3 Zone,SC?,SOG?,Oddman,G?,RB,RB SOG?,RB G?,Home Score State,Goalie,Game ID,Date,Home:,Away: ,Home Goalies,Away Goalies,Isles,F,F,F,D,D,G/Extra Attacker,Opp,F,F,F,D,D,G/Extra Attacker
3,4:01,5v5,NYI,3,w,21,,,or,,,,Y,,,21,,,0,50,20015,10/9/2015,NYI,CHI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,3:54,5v5,NYI,44,w,55,,,oell,,,,,,,,,,0,50,20015,10/9/2015,NYI,CHI,,,,12,51,21,3,44,1,,19,65,81,7,43,50
3,3:52,5v5,NYI,21,w,12,,,oelc,,,Y,Y,,,,,,0,50,20015,10/9/2015,NYI,CHI,,,,12,51,21,3,44,1,,19,65,81,7,43,50
3,3:13,5v5,NYI,91,w,18,,,nc,,,Y,,,,,,,0,50,20015,10/9/2015,NYI,CHI,,,,18,27,91,2,55,1,,11,16,28,2,4,50
3,2:12,5v5,CHI,43,s,88,15,,oell,oelc,,Y,,,,,,,0,1,20015,10/9/2015,NYI,CHI,,,,29,84,86,3,28,1,,15,72,88,43,57,50
3,1:52,5v5,NYI,3,s,44,53,,or,of,,,Y,,,,,,0,50,20015,10/9/2015,NYI,CHI,,,,53,15,17,3,44,1,,14,29,86,43,57,50
3,0:34,5v5,NYI,21,o,12,,,oelr,,,Y,Y,,,,,,0,50,20015,10/9/2015,NYI,CHI,,,,12,51,21,2,55,1,,19,65,81,2,4,50
4,4:42,3v3,NYI,18,w,91,,,nc,,,Y,Y,,,,,,0,50,20015,10/9/2015,NYI,CHI,,,,0,18,91,2,0,1,,19,88,0,0,2,50
4,4:31,3v3,CHI,88,b,19,,,nr,,,Y,Y,,,,,,0,1,20015,10/9/2015,NYI,CHI,,,,0,18,91,2,0,1,,19,88,0,0,2,50
4,3:11,4v3,CHI,19,t,88,81,88,orrr,or,or,Y,Y,,Y,,,,0,1,20015,10/9/2015,NYI,CHI,,,,0,51,3,55,0,1,,19,81,0,0,88,2
1,17:28,5v5,N.J,2,w,20,,,oelpr,,,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,35,41,,53,15,86,28,37,41,,11,20,23,2,7,35
1,17:12,5v5,N.J,23,w,2,11,,or,nl,,,y,,,20,y,,0,41,20154,10/31/2015,N.J,NYI,1,1,,12,53,21,28,37,41,,19,20,23,2,7,35
1,17:10,5v5,N.J,2,r,,,,,,,y,y,,y,,,,0,41,20154,10/31/2015,N.J,NYI,,,,12,53,21,28,37,41,,19,20,23,2,7,35
1,16:27,5v5,N.J,5,w,6,21,22,ol,oelpc,oelc,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,12,51,21,3,44,41,,19,21,22,5,6,35
1,16:13,5v5,N.J,22,w,19,,,or,,,,y,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,18,27,29,44,55,41,,19,21,22,7,28,35
1,15:24,5v5,N.J,7,w,20,13,,opr,or,,,y,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,84,16,86,2,55,41,,14,20,13,7,28,35
1,14:59,5v4,NYI,51,w,28,2,21,or,ol,oelpl,y,,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,14,19,5,6,35,0
1,14:49,5v4,NYI,28,s,51,2,51,orrc,oc,opl,y,y,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,14,19,5,6,35,0
1,14:40,5v4,NYI,28,s,2,28,,oc,or,,,,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,14,19,5,6,35,0
1,14:25,5v4,NYI,28,w,2,28,21,ol,nc,nc,y,y,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,16,20,5,6,35,0
1,14:15,5v4,NYI,21,w,28,21,28,oc,opr,oc,y,y,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,16,20,5,6,35,0
1,13:41,5v4,NYI,55,s,3,29,18,or,opr,oc,,,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,18,29,84,3,55,41,,19,11,2,7,35,0
1,12:28,5v5,N.J,8,w,51,16,,opr,or,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,11:20,5v5,N.J,2,w,28,19,,or,of,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,84,16,86,2,55,41,,14,20,13,5,28,35
1,5:54,5v5,NYI,84,w,2,44,12,nc,dc,nl,,,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,84,16,86,2,55,41,,21,51,11,5,6,35
1,5:26,5v5,N.J,11,w,28,51,,or,nl,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,84,16,86,2,55,41,,51,11,23,7,28,35
1,3:38,5v5,NYI,21,w,12,,,oelc,,,,,,,,,,2,35,20154,10/31/2015,N.J,NYI,,,,12,51,21,28,37,41,,16,18,51,8,44,35
1,2:50,5v5,NYI,15,w,53,17,2,ol,nl,nl,y,,,,,,,2,35,20154,10/31/2015,N.J,NYI,,,,53,15,17,2,55,41,,11,22,23,5,6,35
1,1:09,5v4,N.J,13,o,28,22,,oc,opc,,,,,,,,,2,41,20154,10/31/2015,N.J,NYI,,,,12,29,37,55,41,0,,18,21,20,13,28,35
1,0:56,5v4,N.J,21,s,13,28,,orrr,oc,,y,,,,,,,2,41,20154,10/31/2015,N.J,NYI,,,,12,29,37,55,41,0,,18,21,20,13,28,35
1,0:23,5v5,NYI,21,w,27,,,nc,,,,,,,,,,2,35,20154,10/31/2015,N.J,NYI,,,,27,84,21,3,44,41,,19,51,20,5,6,35
2,19:28,5v4,NYI,51,w,21,2,,oc,nc,,y,,,,,,,2,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,16,20,5,6,35,0
2,19:19,5v4,NYI,2,o,51,2,27,opc,oc,opc,,,,,,,,2,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,16,20,5,6,35,0
2,18:48,5v4,NYI,27,b,21,,,ol,,,y,y,,,,,,2,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,11,20,5,6,35,0
2,18:23,5v4,NYI,27,b,28,2,51,or,oc,opl,y,y,,,27,y,y,2,35,20154,10/31/2015,N.J,NYI,,,,27,51,21,2,28,41,,11,20,5,6,35,0
2,17:51,5v5,N.J,16,w,18,8,44,orrr,dr,dl,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:28,5v5,N.J,44,w,18,,,opc,,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,17:04,5v5,N.J,2,s,16,,,opl,,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:43,5v5,N.J,20,w,2,13,,oc,opl,,y,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,16:35,5v5,N.J,14,w,28,,,or,,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
2,15:41,5v5,N.J,22,w,19,21,5,nc,dr,dc,,y,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,12,51,21,2,55,41,,19,21,22,5,6,35
2,15:36,5v5,N.J,21,w,6,22,,ol,opl,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,12,51,21,2,55,41,,19,21,22,5,6,35
2,14:05,5v5,N.J,16,w,20,,,oc,,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,84,16,86,3,28,41,,16,51,20,8,28,35
2,13:08,5v5,NYI,55,s,21,,,of,,,,,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,12,51,21,2,55,41,,18,11,23,5,6,35
2,12:08,5v5,NYI,86,o,37,28,,ol,dc,,y,,,,,,,1,35,20154,10/31/2015,N.J,NYI,,,,84,16,86,28,37,41,,19,21,22,2,6,35
2,11:37,5v5,N.J,22,w,6,21,,dc,dr,,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,18,27,29,3,28,41,,19,21,22,2,28,35
2,10:30,5v4,N.J,28,s,13,20,22,opr,oc,dc,,,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,53,15,2,55,41,0,,14,20,22,13,28,35
2,10:26,5v4,N.J,20,o,28,,,or,,,,y,,,14,,,1,41,20154,10/31/2015,N.J,NYI,,,,53,15,2,55,41,0,,14,20,22,13,28,35
2,10:10,5v4,N.J,21,w,19,,,opl,,,,y,,,,,,1,41,20154,10/31/2015,N.J,NYI,,,,12,29,37,44,41,0,,16,18,19,21,44,35
2,7:33,5v5,NYI,37,s,28,51,,or,opr,,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,12,51,21,28,37,41,,19,21,22,5,6,35
2,6:25,5v5,NYI,2,w,3,84,16,or,opr,oc,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,84,16,86,2,3,41,,16,18,51,2,28,35
2,4:53,5v5,N.J,13,o,20,13,20,oc,ol,nr,,y,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,18,27,29,2,3,41,,14,20,13,5,6,35
2,4:26,5v5,N.J,5,o,21,,,opl,,,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,12,51,21,2,55,41,,19,21,22,5,6,35
2,4:05,5v5,NYI,51,w,21,,,nr,,,,y,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,51,21,86,28,37,41,,19,21,22,5,6,35
2,2:25,5v5,NYI,27,w,18,,,nc,,,,y,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,18,27,29,2,55,41,,14,20,13,2,7,35
3,18:32,5v4,N.J,44,w,16,18,16,opr,oelr,or,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,51,86,3,44,41,0,,16,18,21,22,44,35
3,13:57,5v5,NYI,86,w,84,16,28,oc,nr,dc,,y,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,84,16,86,28,44,41,,16,18,22,7,8,35
3,11:00,4v4,NYI,84,w,51,55,3,oc,nc,dl,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,10:49,4v4,NYI,84,t,55,2,55,or,ol,or,y,y,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,51,84,2,55,41,0,,14,13,2,7,35,0
3,10:13,4v4,N.J,21,t,5,21,6,or,oc,dl,y,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,29,21,3,44,41,0,,21,20,5,6,35,0
3,9:53,4v4,NYI,29,w,44,,,dc,,,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,29,21,3,44,41,0,,21,20,5,6,35,0
3,8:15,5v5,NYI,51,w,21,,,ol,,,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,12,51,21,2,55,41,,19,21,51,5,6,35
3,7:25,5v5,N.J,2,s,28,51,16,or,oelpr,ol,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,12,29,21,2,55,41,,16,51,22,2,28,35
3,5:26,5v5,N.J,5,s,14,,,opr,,,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,51,21,17,28,37,41,,14,20,13,5,6,35
3,3:08,5v5,N.J,28,w,14,,,opr,,,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
3,2:35,5v5,NYI,21,s,55,12,2,or,dl,dl,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,12,51,21,2,55,41,,19,51,20,5,6,35
3,2:11,5v5,NYI,21,w,12,,,ol,,,y,y,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,12,51,21,2,55,41,,19,51,20,5,6,35
3,2:01,5v5,NYI,18,w,29,,,of,,,y,y,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,18,27,29,2,55,41,,16,18,19,5,6,35
3,1:21,5v5,NYI,55,s,18,27,,oc,ol,,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,18,27,29,2,55,41,,19,21,51,5,6,35
3,0:38,5v5,N.J,13,o,20,13,,ol,ol,,,y,,,14,y,,0,41,20154,10/31/2015,N.J,NYI,,,,12,51,21,3,44,41,,14,20,13,2,8,35
4,4:10,3v3,N.J,6,w,28,,,nl,,,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
4,3:46,3v3,NYI,51,w,21,,,ol,,,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,18,51,0,0,2,41,,16,0,0,5,6,35
4,2:29,3v3,N.J,13,w,7,14,,dc,dr,,,,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,18,29,0,0,55,41,,14,13,0,0,7,35
4,1:25,3v3,N.J,20,w,19,,,dc,,,,y,,,,,,0,41,20154,10/31/2015,N.J,NYI,,,,84,21,0,0,3,41,,19,20,0,0,2,35
4,1:00,3v3,NYI,51,w,2,,,nc,,,,y,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,51,21,0,0,2,41,,21,0,0,6,28,35
4,0:17,3v3,NYI,3,s,86,,,dc,,,,,,,,,,0,35,20154,10/31/2015,N.J,NYI,,,,86,0,0,2,3,41,,20,13,0,0,6,35
1,19:46,5v5,NYI,2,o,29,86,,opc,ol,,,,,,,,,0,32,20071,10/17/2015,NYI,S.J,41,32,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,18:36,5v5,NYI,91,w,18,,,or,,,,y,,,,,,0,32,20071,10/17/2015,NYI,S.J,30,31,,18,27,91,14,28,41,,8,19,82,4,88,32
1,18:10,5v5,S.J,44,w,57,50,88,opl,nc,dsc,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,18,27,91,14,28,41,,8,19,82,44,61,32
1,17:35,5v5,NYI,55,o,17,15,17,oelpc,oelc,ol,,,,,,,,0,32,20071,10/17/2015,NYI,S.J,,,,53,15,17,2,55,41,,89,18,21,44,61,32
1,16:39,5v4,NYI,91,t,18,28,91,oc,opl,ofp,y,y,,,,,,0,32,20071,10/17/2015,NYI,S.J,,,,18,27,91,21,28,41,,8,50,4,88,32,0
1,16:14,5v4,NYI,27,w,18,28,,or,nc,,,,,,,,,0,32,20071,10/17/2015,NYI,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,15:22,4v4,S.J,61,w,44,57,,opl,oelpl,,,y,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,51,84,2,55,41,0,,57,42,44,61,32,0
1,15:10,4v4,NYI,29,w,44,29,,dc,df,,,,,,,,,0,32,20071,10/17/2015,NYI,S.J,,,,18,29,3,44,41,0,,57,83,44,61,32,0
1,14:56,4v4,S.J,83,w,44,,,dc,,,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,18,29,3,44,41,0,,57,83,44,61,32,0
1,14:39,4v5,NYI,3,w,44,3,,dl,dr,,,,,,,,,0,32,20071,10/17/2015,NYI,S.J,,,,18,29,3,55,41,0,,8,19,48,50,88,32
1,14:24,5v4,S.J,88,w,50,,,opl,,,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,14:17,5v4,S.J,88,w,8,88,8,opl,oc,opc,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,13:52,5v4,S.J,88,w,19,8,12,opr,or,nc,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,51,86,14,55,41,0,,8,12,19,44,88,32
1,12:48,5v5,S.J,74,w,8,,,opl,,,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference,Event Not in PBP or >10 Second Difference
1,12:19,5v5,S.J,88,o,19,,,oelpc,,,,y,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,12,51,21,2,55,41,,8,19,82,4,88,32
1,12:10,5v5,S.J,88,w,4,8,,opl,opl,,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,12,51,21,2,55,41,,8,19,82,4,88,32
1,12:04,5v5,S.J,82,w,19,,,oell,,,,,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,12,51,21,2,55,41,,19,18,82,4,88,32
1,11:01,5v5,NYI,17,w,15,,,or,,,,,,,,,,0,32,20071,10/17/2015,NYI,S.J,,,,53,15,17,14,28,41,,89,18,21,44,61,32
1,10:35,5v5,S.J,57,o,83,57,4,or,dc,dl,,y,,,,,,0,41,20071,10/17/2015,NYI,S.J,,,,18,27,91,3,28,41,,50,57,83,4,88,32
1,9:35,5v5,NYI,51,b,55,44,,dr,dl,,,y,,,,,,0,32,20071,10/17/2015,NYI,S.J,,,,12,51,21,2,55,41,,8,19,82,74,80,32
